Prey Highest,Prey Higher,Prey Phylum,Prey Class,Prey Order,Prey Family,Prey Genus,Prey Species,Prey Species Current,Prey Species ID #,Prey Count,Snake Species,Snake Subspecies,FullSpName,Snake Species ID #,Snake Age Class,Snake SVL(mm),Snake Sex,Location,Latitude,Longitude,Citation,Full Citation,Reference DOI
Reptile,Lizard,Chordata,Reptilia,Squamata,,,,,ITIS:173861,14,Thamnophis scalaris,,Thamnophis scalaris,ITIS:586137,,,,Mexico,,,de Queiroz et al Unpublished Data,"de Queiroz, A., et al. Unpublished Data",
Amphibian ,Salamander Adult,Chordata,Amphibia,Urodela,Plethodontidae,Isthmura,Isthmura bellii,Isthmura bellii,ITIS:1099997,1,Thamnophis scaliger,,Thamnophis scaliger,ITIS:586138,,,,Mexico,22.60028,-100.43277,Taylor 1949,"Taylor, E.H. (1949). A preliminary account of the herpetology of the state of San Luis Potosí, México. University of Kansas science bulletin, 33, 169-215.",
Reptile,Lizard,Chordata,Reptilia,Squamata,Anguidae,Barisia,Barisia imbricata,Barisia imbricata,ITIS:585759,7,Thamnophis scaliger,,Thamnophis scaliger,ITIS:586138,,,,Mexico,19.7,-99.87,Reguera et al 2011,"Reguera, S., Santos, X., Feriche, M., Mociño-Deloya, E., Setser, K., & Pleguezuelos, J. M. (2011). Diet and energetic constraints of an earthworm specialist, the Mesa Central Blotched Garter Snake (Thamnophis scaliger). Canadian Journal of Zoology, 89(12), 1178–1187. https://doi.org/10.1139/z11-096",https://doi.org/10.1139/z11-096
Reptile,Snake,Chordata,Reptilia,Squamata,Colubridae,Thamnophis,Thamnophis scaliger,Thamnophis scaliger,ITIS:586138,1,Thamnophis scaliger,,Thamnophis scaliger,ITIS:586138,,,,Mexico,19.7,-99.87,Reguera et al 2011,"Reguera, S., Santos, X., Feriche, M., Mociño-Deloya, E., Setser, K., & Pleguezuelos, J. M. (2011). Diet and energetic constraints of an earthworm specialist, the Mesa Central Blotched Garter Snake (Thamnophis scaliger). Canadian Journal of Zoology, 89(12), 1178–1187. https://doi.org/10.1139/z11-096",https://doi.org/10.1139/z11-096
Invertebrate,Earthworm,Annelida,Clitellata,Opisthopora,,,,,ITIS:998439,19,Thamnophis scaliger,,Thamnophis scaliger,ITIS:586138,Juvenile,,,Mexico,19.7,-99.87,Reguera et al 2011,"Reguera, S., Santos, X., Feriche, M., Mociño-Deloya, E., Setser, K., & Pleguezuelos, J. M. (2011). Diet and energetic constraints of an earthworm specialist, the Mesa Central Blotched Garter Snake (Thamnophis scaliger). Canadian Journal of Zoology, 89(12), 1178–1187. https://doi.org/10.1139/z11-096",https://doi.org/10.1139/z11-096
Invertebrate,Earthworm,Annelida,Clitellata,Opisthopora,,,,,ITIS:998439,22,Thamnophis scaliger,,Thamnophis scaliger,ITIS:586138,Adult,,Male,Mexico,19.7,-99.87,Reguera et al 2011,"Reguera, S., Santos, X., Feriche, M., Mociño-Deloya, E., Setser, K., & Pleguezuelos, J. M. (2011). Diet and energetic constraints of an earthworm specialist, the Mesa Central Blotched Garter Snake (Thamnophis scaliger). Canadian Journal of Zoology, 89(12), 1178–1187. https://doi.org/10.1139/z11-096",https://doi.org/10.1139/z11-096
Invertebrate,Earthworm,Annelida,Clitellata,Opisthopora,,,,,ITIS:998439,28,Thamnophis scaliger,,Thamnophis scaliger,ITIS:586138,Adult,,Female,Mexico,19.7,-99.87,Reguera et al 2011,"Reguera, S., Santos, X., Feriche, M., Mociño-Deloya, E., Setser, K., & Pleguezuelos, J. M. (2011). Diet and energetic constraints of an earthworm specialist, the Mesa Central Blotched Garter Snake (Thamnophis scaliger). Canadian Journal of Zoology, 89(12), 1178–1187. https://doi.org/10.1139/z11-096",https://doi.org/10.1139/z11-096
Invertebrate,Earthworm,Annelida,Clitellata,Opisthopora,Lumbricidae,Lumbricus,,,ITIS:974504,1,Thamnophis scaliger,,Thamnophis scaliger,ITIS:586138,,,,Mexico,,,de Queiroz et al Unpublished Data,"de Queiroz, A., et al. Unpublished Data",
Reptile,Lizard,Chordata,Reptilia,Squamata,,,,,ITIS:173861,1,Thamnophis scaliger,,Thamnophis scaliger,ITIS:586138,,,,Mexico,,,de Queiroz et al Unpublished Data,"de Queiroz, A., et al. Unpublished Data",
Reptile,Squamate Egg,Chordata,Reptilia,Squamata,,,,,ITIS:173861,1,Thamnophis scaliger,,Thamnophis scaliger,ITIS:586138,,,,Mexico,,,de Queiroz et al Unpublished Data,"de Queiroz, A., et al. Unpublished Data",
Amphibian ,Salamander Adult,Chordata,Amphibia,Urodela,Plethodontidae,Plethodon,Plethodon vehiculum,Plethodon vehiculum,ITIS:173672,2,Thamnophis sirtalis, pickeringii,Thamnophis sirtalis pickeringii,ITIS:209101,Adult,414,,United States,48.13538,-124.69846,Norman 1988,"Norman, B. PLETHODON VEHICULUM (Western Red- backed Salamander). PREDATION. 1988. Herpetological Review 19(2): 34-34",
Amphibian ,Salamander Larvae,Chordata,Amphibia,Urodela,Ambystomatidae,Ambystoma,Ambystoma gracile,Ambystoma gracile,ITIS:173597,1,Thamnophis sirtalis, fitchi,Thamnophis sirtalis fitchi,ITIS:209095,,331,,United States,43.3717,-122.63254,Lefcort et al 1991,"Lefcort, H., Hokit, D., Beatty, J. and Hakelev, C. THAMNOPHIS SIRTALIS FITCHI (Valley Garter Snake). FEEDING BEHAVIOR. 1991. Herpetological Review 22(3): 101-101",
Amphibian ,Frog Tadpole,Chordata,Amphibia,Anura,Hylidae,Pseudacris,Pseudacris regilla,Pseudacris regilla,ITIS:207313,3,Thamnophis sirtalis, pickeringii,Thamnophis sirtalis pickeringii,ITIS:209101,,,,United States,47.09676,-122.63124,Leonard and Leonard 1996,"Leonard, W. Leonard, N. THAMNOPHIS SIRTALIS PICKERINGII (Puget Sound Garter Snake). FORAGING and ARBOREALITY. 1996. Herpetological Review 27(2): 84-84",
Amphibian ,Salamander Adult,Chordata,Amphibia,Urodela,Ambystomatidae,Dicamptodon,Dicamptodon copei,Dicamptodon copei,ITIS:173742,1,Thamnophis sirtalis, pickeringii,Thamnophis sirtalis pickeringii,ITIS:209101,Adult,,,United States,47.58272,-123.68575,Loafman and Jones 1996,"Loafman, P. and Jones, L. DICAMPTODON COPEI (Cope's Giant Salamander). METAMORPHOSIS and PREDATION. 1996. Herpetological Review 27(3): 136-136",
Amphibian ,Salamander Adult,Chordata,Amphibia,Urodela,Plethodontidae,Plethodon,Plethodon idahoensis,Plethodon idahoensis,ITIS:173659,1,Thamnophis sirtalis, parietalis,Thamnophis sirtalis parietalis,ITIS:209099,Juvenile,189,,United States,48.54364,-115.23578,Wilson and Wilson 1996,"Wilson, A., Wilson, E. PLETHODON IDAHOENSIS (Coeur d'Alene Salamander). SNAKE PREDATION. 1996. Herpetological Review 27(3): 138-138",
Amphibian ,Salamander Adult,Chordata,Amphibia,Urodela,Plethodontidae,Plethodon,Plethodon idahoensis,Plethodon idahoensis,ITIS:173659,1,Thamnophis sirtalis, parietalis,Thamnophis sirtalis parietalis,ITIS:209099,Juvenile,210,,United States,47.28493,-115.77432,Wilson and Wilson 1996,"Wilson, A., Wilson, E. PLETHODON IDAHOENSIS (Coeur d'Alene Salamander). SNAKE PREDATION. 1996. Herpetological Review 27(3): 138-138",
Amphibian ,Salamander Adult,Chordata,Amphibia,Urodela,Plethodontidae,Plethodon,Plethodon idahoensis,Plethodon idahoensis,ITIS:173659,1,Thamnophis sirtalis, parietalis,Thamnophis sirtalis parietalis,ITIS:209099,,395,,United States,48.45268,-115.77115,Wilson and Wilson 1996,"Wilson, A., Wilson, E. PLETHODON IDAHOENSIS (Coeur d'Alene Salamander). SNAKE PREDATION. 1996. Herpetological Review 27(3): 138-138",
Amphibian ,Frog Adult,Chordata,Amphibia,Anura,Hylidae,Osteopilus,Osteopilus septentrionalis,Osteopilus septentrionalis,ITIS:173538,1,Thamnophis sirtalis, sirtalis,Thamnophis sirtalis sirtalis,ITIS:174137,,285,Male,United States,25.44789,-80.47922,Meshaka 1997,"Meshaka, W. OSTEOPILUS SEPTENTRIONALIS (Cuban Treefrog). PREDATION. 1997. Herpetological Review 28(3): 147-148",
Bird,Bird Adult,Chordata,Aves,Passeriformes,,,,,ITIS:178265,1,Thamnophis sirtalis, sirtalis,Thamnophis sirtalis sirtalis,ITIS:174137,Adult,550,,United States,43.023,-90.14167,Sajdak and Sajdak 1999,"Sajdak, R. and Sajdak, S. THAMNOPHIS SIRTALIS SIRTALIS (Eastern Garter Snake). CARRION FEEDING. 1999. Herpetological Review 30(4): 229-229",
Bird,Bird Juvenile,Chordata,Aves,Passeriformes,Passeridae,Passerella,Passerella iliaca,Passerella iliaca,ITIS:179464,1,Thamnophis sirtalis, fitchi,Thamnophis sirtalis fitchi,ITIS:209095,,468,Male,United States,39.35569,-120.50378,Feldman and Wilkinson 2000,"Feldman, C. and Wilkinson, J. THAMNOPHIS SIRTALIS FITCHI (Valley Garter Snake). DIET. 2000. Herpetological Review 31(4): 248-248",
Amphibian ,Frog Adult,Chordata,Amphibia,Anura,Ranidae,Rana,Rana muscosa,Rana muscosa,ITIS:173454,1,Thamnophis sirtalis, fitchi,Thamnophis sirtalis fitchi,ITIS:209095,,416,Male,United States,39.33625,-120.48,Feldman and Wilkinson 2000,"Feldman, C., Wilkinson, J. RANA MUSCOSA (Mountain Yellow-legged Frog). PREDATION. 2000. Herpetological Review 31(2): 102-102",
Amphibian ,Frog Tadpole,Chordata,Amphibia,Anura,Ascaphidae,Ascaphus,Ascaphus truei,Ascaphus truei,ITIS:173546,1,Thamnophis sirtalis, infernalis,Thamnophis sirtalis infernalis,ITIS:209096,,,,United States,41.28098,-124.08483,Karraker 2001,"Karraker, N. (2001). ASCAPHUS TRUEI (Tailed Frog). PREDATION. Herpetological Review 32(2): 100-100",
Bird,Bird Juvenile,Chordata,Aves,Passeriformes,Icteridae,Agelaius,Agelaius phoeniceus,Agelaius phoeniceus,ITIS:179045,1,Thamnophis sirtalis, sirtalis,Thamnophis sirtalis sirtalis,ITIS:174137,,,,United States,38.93961,-88.22848,Olson and Warner 2001,"Olson, D., Warner, R. GRASSLAND SNAKES. DIET. 2001. Herpetological Review 32(3): 186-187",
Bird,Bird Juvenile,Chordata,Aves,Passeriformes,Icteridae,Agelaius,Agelaius phoeniceus,Agelaius phoeniceus,ITIS:179045,1,Thamnophis sirtalis, sirtalis,Thamnophis sirtalis sirtalis,ITIS:174137,,625,,United States,38.93961,-88.22848,Olson and Warner 2001,"Olson, D., Warner, R. GRASSLAND SNAKES. DIET. 2001. Herpetological Review 32(3): 186-187",
Bird,Bird Juvenile,Chordata,Aves,Passeriformes,Icteridae,Agelaius,Agelaius phoeniceus,Agelaius phoeniceus,ITIS:179045,1,Thamnophis sirtalis, sirtalis,Thamnophis sirtalis sirtalis,ITIS:174137,,562,,United States,38.93961,-88.22848,Olson and Warner 2001,"Olson, D., Warner, R. GRASSLAND SNAKES. DIET. 2001. Herpetological Review 32(3): 186-187",
Bird,Bird Juvenile,Chordata,Aves,Passeriformes,Icteridae,Agelaius,Agelaius phoeniceus,Agelaius phoeniceus,ITIS:179045,4,Thamnophis sirtalis, sirtalis,Thamnophis sirtalis sirtalis,ITIS:174137,,620,,United States,38.93961,-88.22848,Olson and Warner 2001,"Olson, D., Warner, R. GRASSLAND SNAKES. DIET. 2001. Herpetological Review 32(3): 186-187",
Bird,Bird Egg,Chordata,Aves,Passeriformes,Cardinalidae,Spiza,Spiza americana,Spiza americana,ITIS:179165,3,Thamnophis sirtalis, sirtalis,Thamnophis sirtalis sirtalis,ITIS:174137,,,,United States,38.93961,-88.22848,Olson and Warner 2001,"Olson, D., Warner, R. GRASSLAND SNAKES. DIET. 2001. Herpetological Review 32(3): 186-187",
Bird,Bird Egg,Chordata,Aves,Passeriformes,Passerellidae,Spizella,Spizella pusilla,Spizella pusilla,ITIS:179443,3,Thamnophis sirtalis, sirtalis,Thamnophis sirtalis sirtalis,ITIS:174137,,,,United States,38.93961,-88.22848,Olson and Warner 2001,"Olson, D., Warner, R. GRASSLAND SNAKES. DIET. 2001. Herpetological Review 32(3): 186-187",
Bird,Bird Juvenile,Chordata,Aves,Passeriformes,Icteridae,Sturnella,Sturnella magna,Sturnella magna,ITIS:179034,1,Thamnophis sirtalis, sirtalis,Thamnophis sirtalis sirtalis,ITIS:174137,,755,,United States,38.93961,-88.22848,Olson and Warner 2001,"Olson, D., Warner, R. GRASSLAND SNAKES. DIET. 2001. Herpetological Review 32(3): 186-187",
Bird,Bird Juvenile,Chordata,Aves,Passeriformes,Icteridae,Sturnella,Sturnella magna,Sturnella magna,ITIS:179034,2,Thamnophis sirtalis, sirtalis,Thamnophis sirtalis sirtalis,ITIS:174137,,,,United States,38.93961,-88.22848,Olson and Warner 2001,"Olson, D., Warner, R. GRASSLAND SNAKES. DIET. 2001. Herpetological Review 32(3): 186-187",
Mammal,Lemming,Chordata,Mammalia,Rodentia,Cricetidae,Synaptomys,Synaptomys cooperi,Synaptomys cooperi,ITIS:180324,1,Thamnophis sirtalis, sirtalis,Thamnophis sirtalis sirtalis,ITIS:174137,,675,,United States,38.93961,-88.22848,Olson and Warner 2001,"Olson, D., Warner, R. GRASSLAND SNAKES. DIET. 2001. Herpetological Review 32(3): 186-187",
Mammal,Mouse,Chordata,Mammalia,Rodentia,Cricetidae,Peromyscus,,,ITIS:180275,1,Thamnophis sirtalis, sirtalis,Thamnophis sirtalis sirtalis,ITIS:174137,,560,,United States,38.93961,-88.22848,Olson and Warner 2001,"Olson, D., Warner, R. GRASSLAND SNAKES. DIET. 2001. Herpetological Review 32(3): 186-187",
Mammal,Mouse,Chordata,Mammalia,Rodentia,Cricetidae,Peromyscus,,,ITIS:180275,1,Thamnophis sirtalis, sirtalis,Thamnophis sirtalis sirtalis,ITIS:174137,,494,,United States,38.93961,-88.22848,Olson and Warner 2001,"Olson, D., Warner, R. GRASSLAND SNAKES. DIET. 2001. Herpetological Review 32(3): 186-187",
Invertebrate,Earthworm,Annelida,Clitellata,Opisthopora,Lumbricidae,Lumbricus,,,ITIS:974504,1,Thamnophis sirtalis, sirtalis,Thamnophis sirtalis sirtalis,ITIS:174137,,536,,United States,38.93961,-88.22848,Olson and Warner 2001,"Olson, D., Warner, R. GRASSLAND SNAKES. DIET. 2001. Herpetological Review 32(3): 186-187",
Invertebrate,Leech,Annelida,Clitellata,Arhynchobdellida,,,,,ITIS:568835,1,Thamnophis sirtalis, sirtalis,Thamnophis sirtalis sirtalis,ITIS:174137,,433,,United States,38.93961,-88.22848,Olson and Warner 2001,"Olson, D., Warner, R. GRASSLAND SNAKES. DIET. 2001. Herpetological Review 32(3): 186-187",
Invertebrate,Earthworm,Annelida,Clitellata,Opisthopora,,,,,ITIS:998439,1,Thamnophis sirtalis, sirtalis,Thamnophis sirtalis sirtalis,ITIS:174137,,494,,United States,38.93961,-88.22848,Olson and Warner 2001,"Olson, D., Warner, R. GRASSLAND SNAKES. DIET. 2001. Herpetological Review 32(3): 186-187",
Invertebrate,Earthworm,Annelida,Clitellata,Opisthopora,,,,,ITIS:998439,2,Thamnophis sirtalis, sirtalis,Thamnophis sirtalis sirtalis,ITIS:174137,,491,,United States,38.93961,-88.22848,Olson and Warner 2001,"Olson, D., Warner, R. GRASSLAND SNAKES. DIET. 2001. Herpetological Review 32(3): 186-187",
Invertebrate,Earthworm,Annelida,Clitellata,Opisthopora,,,,,ITIS:998439,2,Thamnophis sirtalis, sirtalis,Thamnophis sirtalis sirtalis,ITIS:174137,,335,,United States,38.93961,-88.22848,Olson and Warner 2001,"Olson, D., Warner, R. GRASSLAND SNAKES. DIET. 2001. Herpetological Review 32(3): 186-187",
Mammal,Mouse,Chordata,Mammalia,Rodentia,,,,,ITIS:180130,1,Thamnophis sirtalis, sirtalis,Thamnophis sirtalis sirtalis,ITIS:174137,,,,United States,38.93961,-88.22848,Olson and Warner 2001,"Olson, D., Warner, R. GRASSLAND SNAKES. DIET. 2001. Herpetological Review 32(3): 186-187",
Mammal,Mouse,Chordata,Mammalia,Rodentia,,,,,ITIS:180130,1,Thamnophis sirtalis, sirtalis,Thamnophis sirtalis sirtalis,ITIS:174137,,,,United States,38.93961,-88.22848,Olson and Warner 2001,"Olson, D., Warner, R. GRASSLAND SNAKES. DIET. 2001. Herpetological Review 32(3): 186-187",
Mammal,Mouse,Chordata,Mammalia,Rodentia,,,,,ITIS:180130,1,Thamnophis sirtalis, sirtalis,Thamnophis sirtalis sirtalis,ITIS:174137,,,,United States,38.93961,-88.22848,Olson and Warner 2001,"Olson, D., Warner, R. GRASSLAND SNAKES. DIET. 2001. Herpetological Review 32(3): 186-187",
Bird,Bird Adult,Chordata,Aves,Passeriformes,Turdidae,,,,ITIS:179751,1,Thamnophis sirtalis, sirtalis,Thamnophis sirtalis sirtalis,ITIS:174137,Adult,,Female,United States,42.09793,-80.14926,Gray 2002,"Gray, B. THAMNOPHIS SIRTALIS SIRTALIS (Eastern Garter Snake). DIET. 2002. Herpetological Review 33(2): 142-143",
Amphibian ,Salamander Adult,Chordata,Amphibia,Urodela,Plethodontidae,Plethodon,Plethodon albagula,Plethodon albagula,ITIS:208278,1,Thamnophis sirtalis, sirtalis,Thamnophis sirtalis sirtalis,ITIS:174137,,395,Female,United States,34.56975,-93.21694,Konvalinka and Trauth 2003,"Konvalinka, R. and Trauth, S. THAMNOPHIS SIRTALIS SIRTALIS (Eastern Garter Snake) and PLETHODON ALBAGULA (Western Slimy Salamander). PREDATION. 2003. Herpetological Review 34(4): 378-378",
Amphibian ,Frog Adult,Chordata,Amphibia,Anura,Ranidae,Rana,Rana aurora,Rana aurora,ITIS:173446,1,Thamnophis sirtalis, concinnus,Thamnophis sirtalis concinnus,ITIS:209092,Adult,650,,United States,46.51167,-123.14806,Maclay et al 2004,"Maclay, B., Hunter, M., and Hayes, M. THAMNOPHIS SIRTALIS CONCINNUS (Red-spotted Garter Snake). PREDATION. 2004. Herpetological Review 35(1): 74-75",
Amphibian ,Frog Adult,Chordata,Amphibia,Anura,Ranidae,Rana,Rana cascadae,Rana cascadae,ITIS:173450,1,Thamnophis sirtalis, fitchi,Thamnophis sirtalis fitchi,ITIS:209095,Adult,,,United States,37.24201,-119.60594,Garwood and Welsh 2005,"Garwood, J., Welsh, H. RANA CASCADAE (Cascades Frog). PREDATION. 2005. Herpetological Review 36(2): 165-165",
Amphibian ,Frog Adult,Chordata,Amphibia,Anura,Ranidae,Rana,Rana cascadae,Rana cascadae,ITIS:173450,1,Thamnophis sirtalis, fitchi,Thamnophis sirtalis fitchi,ITIS:209095,Adult,,,United States,37.24201,-119.60594,Garwood and Welsh 2005,"Garwood, J., Welsh, H. RANA CASCADAE (Cascades Frog). PREDATION. 2005. Herpetological Review 36(2): 165-165",
Amphibian ,Frog Adult,Chordata,Amphibia,Anura,Ranidae,Rana,Rana cascadae,Rana cascadae,ITIS:173450,1,Thamnophis sirtalis, fitchi,Thamnophis sirtalis fitchi,ITIS:209095,Adult,,,United States,37.24201,-119.60594,Garwood and Welsh 2005,"Garwood, J., Welsh, H. RANA CASCADAE (Cascades Frog). PREDATION. 2005. Herpetological Review 36(2): 165-165",
Amphibian ,Frog Tadpole,Chordata,Amphibia,Anura,Ranidae,Rana,Rana cascadae,Rana cascadae,ITIS:173450,1,Thamnophis sirtalis, fitchi,Thamnophis sirtalis fitchi,ITIS:209095,Adult,,,United States,37.24201,-119.60594,Garwood and Welsh 2005,"Garwood, J., Welsh, H. RANA CASCADAE (Cascades Frog). PREDATION. 2005. Herpetological Review 36(2): 165-165",
Amphibian ,Salamander Adult,Chordata,Amphibia,Urodela,Plethodontidae,Eurycea,Eurycea longicauda longicauda,Eurycea longicauda,ITIS:173687,1,Thamnophis sirtalis, sirtalis,Thamnophis sirtalis sirtalis,ITIS:174137,Adult,,,United States,40.29422,-82.79167,Anothony et al 2007,"Anthony, C., Venesky, M., Spetz, J. EURYCEA LONGICAUDA LONGICAUDA (Long-tailed Salamander). PREDATION. 2007. Herpetological Review 38(2): 175-176",
Amphibian ,Salamander Adult,Chordata,Amphibia,Urodela,Plethodontidae,Eurycea,Eurycea longicauda longicauda,Eurycea longicauda,ITIS:173687,1,Thamnophis sirtalis, sirtalis,Thamnophis sirtalis sirtalis,ITIS:174137,Adult,,,United States,40.29422,-82.79167,Anothony et al 2007,"Anthony, C., Venesky, M., Spetz, J. EURYCEA LONGICAUDA LONGICAUDA (Long-tailed Salamander). PREDATION. 2007. Herpetological Review 38(2): 175-176",
Amphibian ,Frog Adult,Chordata,Amphibia,Anura,Ranidae,Lithobates,Lithobates sylvaticus,Lithobates sylvaticus,ITIS:775117,1,Thamnophis sirtalis, pallidulus,Thamnophis sirtalis pallidulus,ITIS:209098,,,,United States,45.38691,-69.23184,Baldwin et al 2007,"Baldwin, R., Demaynadier, P., Calhoun, A. RANA SYLVATICA (Wood Frog). PREDATION. 2007. Herpetological Review 38(2): 194-195",
Amphibian ,Frog Adult,Chordata,Amphibia,Anura,Ranidae,Lithobates,Lithobates sylvaticus,Lithobates sylvaticus,ITIS:775117,2,Thamnophis sirtalis, pallidulus,Thamnophis sirtalis pallidulus,ITIS:209098,,,,United States,45.38691,-69.23184,Baldwin et al 2007,"Baldwin, R., Demaynadier, P., Calhoun, A. RANA SYLVATICA (Wood Frog). PREDATION. 2007. Herpetological Review 38(2): 194-195",
Reptile,Lizard,Chordata,Reptilia,Squamata,Lacertidae,Podarcis,Podarcis siculus campestris,Podarcis siculus campestris,ITIS:1155870,1,Thamnophis sirtalis, sirtalis,Thamnophis sirtalis sirtalis,ITIS:174137,,,,United States,40.74889,-73.60528,Mendyk 2007,"Mendyk, R. PODARCIS SICULA CAMPESTRIS (Italian Wall Lizard). PREDATION. 2007. Herpetological Review 38(1): 82-82",
Amphibian ,Frog Tadpole,Chordata,Amphibia,Anura,Hylidae,Pseudacris,Pseudacris regilla,Pseudacris regilla,ITIS:207313,1,Thamnophis sirtalis, infernalis,Thamnophis sirtalis infernalis,ITIS:209096,Adult,,,United States,38.4086,-122.5995,Cook 2010,"Cook, D. THAMNOPHIS SIRTALIS INFERNALIS (California Red-sided Gartersnake). DIET. 2010. Herpetological Review 41(2): 238-239",
Amphibian ,Frog Tadpole,Chordata,Amphibia,Anura,Ranidae,Rana,Rana draytonii,Rana draytonii,ITIS:207009,16,Thamnophis sirtalis, infernalis,Thamnophis sirtalis infernalis,ITIS:209096,Adult,,,United States,38.4086,-122.5995,Cook 2010,"Cook, D. THAMNOPHIS SIRTALIS INFERNALIS (California Red-sided Gartersnake). DIET. 2010. Herpetological Review 41(2): 238-239",
Amphibian ,Salamander Larvae,Chordata,Amphibia,Urodela,Salamandridae,Taricha,,,ITIS:173619,2,Thamnophis sirtalis, infernalis,Thamnophis sirtalis infernalis,ITIS:209096,Adult,,,United States,38.4086,-122.5995,Cook 2010,"Cook, D. THAMNOPHIS SIRTALIS INFERNALIS (California Red-sided Gartersnake). DIET. 2010. Herpetological Review 41(2): 238-239",
Amphibian ,Salamander Larvae,Chordata,Amphibia,Urodela,Salamandridae,Taricha,,,ITIS:173619,6,Thamnophis sirtalis, infernalis,Thamnophis sirtalis infernalis,ITIS:209096,Adult,,,United States,38.4086,-122.5995,Cook 2010,"Cook, D. THAMNOPHIS SIRTALIS INFERNALIS (California Red-sided Gartersnake). DIET. 2010. Herpetological Review 41(2): 238-239",
